,model,bootstrap_iteration,c_index
463,covariates only,63,0.6987477392916829
464,covariates only,64,0.6947414207550193
465,covariates only,65,0.6843822256816465
466,covariates only,66,0.6969162793892081
467,covariates only,67,0.7014605892722237
468,covariates only,68,0.7012659966575857
469,covariates only,69,0.7014605892722237
470,covariates only,70,0.6947414207550193
471,covariates only,71,0.6949589066184382
472,covariates only,72,0.6941004097891532
473,covariates only,73,0.6881825049792816
474,covariates only,74,0.6962065886769991
475,covariates only,75,0.7012087635356333
476,covariates only,76,0.7014605892722237
477,covariates only,77,0.6923948627549735
478,covariates only,78,0.6925093289988782
479,covariates only,79,0.6941004097891532
480,covariates only,80,0.6925093289988782
481,covariates only,81,0.7014605892722237
482,covariates only,82,0.6941004097891532
483,covariates only,83,0.6973741443648268
484,covariates only,84,0.6974199308623886
485,covariates only,85,0.6843822256816465
486,covariates only,86,0.6947414207550193
487,covariates only,87,0.7014605892722237
488,covariates only,88,0.6920858038964309
489,covariates only,89,0.6929671939744969
490,covariates only,90,0.6966873469013988
491,covariates only,91,0.6979464755843502
492,covariates only,92,0.6949589066184382
493,covariates only,93,0.7012545500331953
494,covariates only,94,0.6987706325404638
495,covariates only,95,0.6867516769304732
496,covariates only,96,0.6974199308623886
497,covariates only,97,0.6980380485794739
498,covariates only,98,0.6951534992330761
499,covariates only,99,0.6989881184038826
